,review,Total Star,Menu,Star_opt,Output
48,항상 맛있게 먹고 있어요닭 잡내 없고 완전 바삭바삭또래오래 중에서도 독가점이 젤 맛나네용,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.81
49,잘먹었읍니다 감사합니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(스틱（다리）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
50,또래오래 맛있어요 ㅠ,★★★★★,콘듀치킨 콤보/1,"
맛
★
5
양
★
5
배달
★
5
",4.6
51,핫양념 맛있게 매워 좋아요,★★★★★,오곡 핫양념 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.39
52,퀄리티 좋고 맛있어요,★★★★★,단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
53,잘먹었습니다 배달 서비스 역시 좋은 곳,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
54,배달도 빠르고 너무 잘 먹었습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
55,처음 시켜봤눈데 잘 먹었어용,★★★★★,후라이드반＋양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.6
56,넘 맛있어요 실수로 먹다가 사진 찍었네요,★★★★★,오곡 핫양념 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.81
57,후라이드 치킨 너무 맛있어요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
58,치킨 맛있어요  국물떡볶이도 양도 많고 달달하니 좋음 ㅋㅋ 잘먹었습니다  많이 파시고 부자되세용,★★★★★,"후라이드반＋양념반/1(옵션변경(한마리),음료 택 1(콜라 1.25L 추가)),국물떡볶이/1","
맛
★
5
양
★
5
배달
★
5
",5.0
59,잘먹었습니다 ,★★★★★,엔젤치킨/1(부위선택 택 1(스틱（다리）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
60,배달도 빠르고 맛있게 먹었습니다 ,★★★★★,콘듀치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
61,넘넘 짱맛이네연,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
62,너무 맛있고 바삭하고 촉촉한게 좋습니다,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
63,오랜만에 먹었는데 역시 대존맛 포테이토치즈볼 개맛있어요,★★★★★,"치킨＋포테이토치즈볼/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.59
64,또래오래 최애메뉴 항상 잘 먹고 있습니다,★★★★★,맵부심후라이드/1(사이드 추가(치킨무 추가)),"
맛
★
5
양
★
5
배달
★
5
",4.8
65,잘먹었습니다 ㅎㅎㅎㅎㅎ,★★★★★,양념반＋갈릭반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
66,매번 맛있게 잘 먹고 있습니다ㅎㅎ,★★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.79
67,순살도 맛있고 뼈도 맛있어요 잘먹었습니다 ㅎㅎ,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
68,최고로 맛있습니다 정말,★★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
69,항상 너무 맛있어요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
70,튀긴 치킨은 여기서만 먹어요 존맛,★★★★★,맵부심양념/1,"
맛
★
5
양
★
5
배달
★
5
",3.6
71,배달 빠르고 맛있엇어요,★★★★★,후라이드반＋갈릭반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
72,맛있게 잘 먹었습니다,★★★★★,양념반＋갈릭반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
73,젤마니 시키는곳이고 요 근방서 젤 맛있습니다,★★★★★,양념반＋갈릭반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
74,여기 순살은 다리살을 많이 시용해서 좋아요,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(양념),두마리 치킨2 선택 택 1(갈릭))","
맛
★
5
양
★
5
배달
★
5
",3.98
75,은은하게 매콤하면서 단짠단짠 간장맛맛있게 먹었네요,★★★★★,고추단짠치킨/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
76,맛있고 살도 부드러워서 먹기 좋았네요,★★★★★,오곡 파닭 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
77,바삭하구 떡도맛있구요ㅎㅎ 또래오래 단짠치킨이 최애입니다ㅎㅎ,★★★★★,단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
78,맛잇어요 굳굳,★★★★★,"치킨＋로제떡볶이 보통맛/1(치킨 선택 택 1(후반양반),세트 부위선택 택 1(한마리))","
맛
★
5
양
★
5
배달
★
5
",4.8
79,할인행사 중이라 바쁘셨을텐데따뜻하고 빠르게 잘 왔어요핫양념 중간맛 부탁드렸는데많이 맵지도 않고 딱 맛있게 잘 먹었습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
80,믿고먹는 또래오래 최고에여,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
81,배달도 빠르게 왔고 따듯하게 잘먹었습니다,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
82,너무맛있게먹었네요 배달도 음식도 너무좋아요,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(갈릭),두마리 치킨2 선택 택 1(양념))","
맛
★
5
양
★
5
배달
★
5
",5.0
83,굿굿 할인행사도 자주하고 맛있어서 자주 시켜먹는곳입니다,★★★★★,고추단짠치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
84,입천장 데일 정도로 빠른 바달안정적인 맛,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
85,할인할때마다 시켜먹어요,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.18
86,바삭바삭 빠른배달 굿굿,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.4
87,항상 최고에요 감사합니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
88,항상 잘 먹고 있습니다,★★★★★,오곡 파닭 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.81
89,짭짤한게 굉장히 맛있었습니다,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.79
90,항상 맛있게 먹습니다,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
91,배달이 늦게왔네요 치킨은 맛있어요,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(한마리),소스추가(양념소스))","
맛
★
5
양
★
5
배달
★
3
",3.58
92,맛잇고 양많고 배달빠르고 굿굿,★★★★★,"오곡 양념 치킨/1(부위선택 택 1(한마리)),떡사리 추가/1","
맛
★
5
양
★
5
배달
★
5
",5.0
93,갈반핫반이 역시 또래오래 시그니쳐죠 다음에는 순살로 편하게 먹어보고 싶네요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
94,말이 필요 없다 후라이드 원탑,★★★★★,맵부심후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",4.39
95,또래오래는 역시 갈반핫반이죠,★★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.61
96,항상 친절하고 치킨 상태 좋고 맛도 있고 항상 잘 먹고 있습니다 오늘은 배달 실수가 있었지만 빠른 처리 해주셧습니다,★★★★★,"갈릭반＋핫양념반/1(옵션변경(한마리),음료 택 1(콜라 1.25L 추가))","
맛
★
5
양
★
5
배달
★
3
",5.0
97,치킨이 아무리 흔하다지만 여긴 찐맛,★★★★★,갈릭반＋핫양념반/1(옵션변경(스틱（다리）)),"
맛
★
5
양
★
5
배달
★
5
",1.82
98,항상 잘먹고있어요양도많고 맛도좋아요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
99,맛있게 잘 먹었습니다,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
100,잘먹었어요,★★★★★,"오곡 양념 치킨/1(부위선택 택 1(순살（다리살）)),후라이드반＋양념반/1(옵션변경(콤보（날개＋다리）))","
맛
★
5
양
★
5
배달
★
5
",5.0
101,가끔 치킨 시켜먹으면 항상 여기서 주문하는거같아요맛있어요,★★★★★,콘듀치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
102,매번 맛있어요 닭가슴살 촉촉하고 튀김도 진짜 딱 적당하고 떡사리도 완전 쫄깃하고ㅋㅋ 또 시켜먹을게요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
103,맛있게 잘 먹었습니다,★★★★★,콘듀치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.8
104,다 먹고 나서 바로 리뷰 남겨요 배달 속도 정말 빨랐고 후라이드 치킨은 따뜻하고 바삭하니 너무 맛있었고 양념치킨도 촉촉하고 양념소스도 넉넉하게 넣어주셔서 정말 맛있게 먹었어요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
105,늘 언제나 최고의 치킨 맛있고 양도 많고 오늘도 치소했네요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.79
106,맛있게 잘 먹었습니다,★★★★★,맛강정/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
107,배달빠르고 맛있습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
108,항상 최고입니다,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
109,맛있고 배달도 빨라요,★★★★★,"양념반＋갈릭반/1(옵션변경(한마리)),리얼치즈볼/1","
맛
★
5
양
★
5
배달
★
5
",4.8
110,이건 처음 먹어보는데 맛있게먹었읍니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
111,항상 맛있게 잘먹고 있습니다 감사합니다,★★★★★,후라이드반＋양념반/1(옵션변경(윙봉（날개）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
112,맛있게 잘 먹었어요 ,★★★★★,후라이드반＋양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
113,맛나용,★★★★★,핫뿌레이크/1,"
맛
★
5
양
★
5
배달
★
5
",4.2
114,맛있어요양념의소스는 살짝 새콤스타일이에요늦은시간에 시켰는데도 따끈따끈 너무 맛있게 먹었어요감사감사,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
115,너무 맛있게 먹었어요,★★★★★,콘듀치킨 순살/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
116,양 정말 많고 맛있었어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
117,맨날 다른 메뉴만 먹었었는데 기본 후라이드랑 양념도 너무 맛있게 잘 먹었습니다,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.0
119,리뷰가 늦엇습니다 ㅠ 마감인데도 불구하고 주문 받아주셔서 감사햇어요 맛잇게 잘 먹엇습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
120,살짝 교촌치킨 느낌 양많고 떡 낭낭해서 좋았습니다,★★★★★,단짠치킨＋바삭한근위튀김/1,"
맛
★
4
양
★
5
배달
★
5
",4.6
121,생각날때마다 먹는 매운맛이 좋아요,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(고추단짠치킨),세트 부위선택 택 1(스틱（다리）))","
맛
★
5
양
★
5
배달
★
5
",3.4
122,맛았게 잘 먹었습니다,★★★★★,"치킨＋치즈볼/1(치킨 선택 택 1(단짠치킨),세트 부위선택 택 1(윙봉（날개）),소스추가(핫양념소스))","
맛
★
5
양
★
5
배달
★
5
",4.8
123,수준이 전문가 수준입니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.2
124,오늘도 정말 맛있게 잘 먹었습니다,★★★★★,"치킨＋미니핫도그/1(치킨 선택 택 1(후라이드),세트 부위선택 택 1(순살（다리살）)),국물떡볶이/1","
맛
★
5
양
★
5
배달
★
5
",4.8
125,잘 받았습니다 빠른 배송 감사합니다,★★★★★,"후라이드반＋양념반/1(옵션변경(한마리),사이드 추가(치킨무 추가))","
맛
★
5
양
★
5
배달
★
5
",4.4
126,넘 맛있어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
127,배달도 빠르고 따뜻하게 맛있게 먹었어요 역시 순살최고ㅎ,★★★★★,양념반＋갈릭반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
128,핫양념은 물론이고 갈릭맛도 맛있어요 서비스 김말이도 감사하구요,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
129,처음 시켜먹었는데 살아있네요또 시켜먹을게요,★★★★★,오곡 후라이드 치킨/1(부위선택 택 1(콤보（날개＋다리）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
130,배달도 빠르고 너무 맛있어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(콤보（날개＋다리）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
132,프로 만족하는 치킨집,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
133,맛있었어요,★★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
134,배달은 예상시간보다 빨리 왔고 고추단짠만 먹다가 후라이드 양념은 처음 먹어봤는데 기름기도 많지 않고담백하고 바삭해서 맛있네요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",3.4
135,맛있게 잘 먹었어요,★★★★★,"오곡 갈릭플러스 치킨/1(부위선택 택 1(스틱（다리）)),떡사리 추가/1","
맛
★
5
양
★
5
배달
★
5
",4.8
136,너무 맛있습니다 정성스러워요,★★★★★,양념반＋갈릭반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
137,늘 평타 이상은 치는 또래오래,★★★★,후라이드반＋양념반/1(옵션변경(순살（다리살）)),"
맛
★
4
양
★
4
배달
★
4
",3.41
138,맛았개 잘 먹었습니다,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
139,항상 맛나게 잘 먹고 있어요오늘따라 매운맛이 더했어요핫,★★★★★,갈릭반＋핫양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.6
140,잘먹었습니다,★★★★★,오곡 양념 치킨/1(부위선택 택 1(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
141,맛있었어요,★★★★★,후라이드반＋양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",5.0
142,맛있아요  근래먹운 치킨중 제일 맛있네여,★★★★★,콘듀치킨 콤보/1,"
맛
★
5
양
★
5
배달
★
5
",5.0
143,배달도 맛도 양도 서비스도 완벽했어요,★★★★★,후라이드반＋양념반/1(옵션변경(한마리)),"
맛
★
5
양
★
5
배달
★
5
",5.0
144,완전 맛있게 잘먹었습니다서비스 김말이도 맛있었구요순살 맛있었어요,★★★★★,"두마리 순살/1(두마리 치킨1 선택 택 1(갈릭),두마리 치킨2 선택 택 1(후라이드))","
맛
★
5
양
★
5
배달
★
5
",5.0
145,갈릭치킨 맛있어요이번에는 튀김옷이 너무 딱딱했어요ㅠㅠ그래도 따뜻하게 와서 잘 먹었습니다,★★★★★,오곡 갈릭플러스 치킨/1(부위선택 택 1(한마리)),"
맛
★
4
양
★
4
배달
★
5
",4.81
146,바삭바삭하고 맛있어요,★★★★★,"후라이드반＋양념반/1(옵션변경(한마리),소스추가(핫양념소스))","
맛
★
5
양
★
5
배달
★
5
",4.8
147,배달도 빠르고 눅눅하지 않은상테로 맛있는 치킨 와서 잘 먹었습니다,★★★★★,핫뿌레이크 순살/1,"
맛
★
5
양
★
5
배달
★
5
",4.4
148,앤젤치킨 아주 맛있어요,★★★★★,엔젤치킨/1(부위선택 택 1(한마리)),"
맛
★
5
양
★
5
배달
★
5
",4.8
149,매콤하니 안느끼하고끝까지 맛있게 잘 먹었습니다같이 온 소스는 너무 맵네요ㅎㅎ,★★★★★,맵부심후라이드/1,"
맛
★
5
양
★
5
배달
★
5
",3.99
150,너무너무 맛있게 잘먹었어요 또 주문할게요,★★★★★,갈릭반＋핫양념반/1(옵션변경(순살（다리살）)),"
맛
★
5
양
★
5
배달
★
5
",4.8
